,date,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
63,1970-01-01 00:00:00.000000063,2009-06-30,USD,10513000000,13099000000,2586000000,2586000000,3987000000,1399000000.0,2225000000.0,6526000000,,,,38000000.0,,,,681000000.0,4142000000,1097000000,,0.0,,3987000000,4668000000.0,3045000000,MSFT
64,1970-01-01 00:00:00.000000064,2009-03-31,USD,10834000000,13648000000,2814000000,2814000000,4438000000,1203000000.0,2212000000.0,6396000000,,,,0.0,,,,664000000.0,4050000000,1073000000,,0.0,,4438000000,5102000000.0,2977000000,MSFT
65,1970-01-01 00:00:00.000000065,2008-12-31,USD,12722000000,16629000000,3907000000,3907000000,5939000000,831000000.0,2290000000.0,6783000000,,,,0.0,,,,632000000.0,5638000000,1464000000,,0.0,,5939000000,6571000000.0,4174000000,MSFT
66,1970-01-01 00:00:00.000000066,2008-09-30,USD,12213000000,15061000000,2848000000,2848000000,5999000000,887000000.0,2283000000.0,6214000000,,,,0.0,,,,585000000.0,5991000000,1618000000,,0.0,,5999000000,6584000000.0,4373000000,MSFT
67,1970-01-01 00:00:00.000000067,2008-06-30,USD,12971000000,15837000000,2866000000,2866000000,5684000000,887000000.0,2407000000.0,7287000000,,,,106000000.0,,,,608000000.0,5968000000,1671000000,,0.0,,5684000000,6292000000.0,4297000000,MSFT
68,1970-01-01 00:00:00.000000068,2008-03-31,USD,11940000000,14454000000,2514000000,2514000000,4409000000,2341000000.0,2035000000.0,7531000000,,,,0.0,,,,532000000.0,4810000000,422000000,,0.0,,4409000000,4941000000.0,4388000000,MSFT
69,1970-01-01 00:00:00.000000069,2007-12-31,USD,12824000000,16367000000,3543000000,3543000000,6481000000,1066000000.0,1885000000.0,6343000000,,,,0.0,,,,481000000.0,6820000000,2113000000,,0.0,,6481000000,6962000000.0,4707000000,MSFT
70,1970-01-01 00:00:00.000000070,2007-09-30,USD,11087000000,13762000000,2675000000,2675000000,5918000000,718000000.0,1837000000.0,5169000000,,,,0.0,,,,435000000.0,6216000000,1927000000,,0.0,,5918000000,6353000000.0,4289000000,MSFT
71,1970-01-01 00:00:00.000000071,2007-06-30,USD,10134000000,13371000000,3237000000,3237000000,3989000000,718000000.0,1948000000.0,6145000000,,,,0.0,,,,381000000.0,4284000000,1249000000,,0.0,,3989000000,4370000000.0,3035000000,MSFT
72,1970-01-01 00:00:00.000000072,2007-03-31,USD,12258000000,14398000000,2140000000,2140000000,6589000000,983000000.0,1750000000.0,5669000000,,,,0.0,,,,445000000.0,6971000000,2045000000,,0.0,,6589000000,7034000000.0,4926000000,MSFT
73,1970-01-01 00:00:00.000000073,2006-12-31,USD,8922000000,12542000000,3620000000,3620000000,3472000000,814000000.0,1637000000.0,5450000000,,,,0.0,,,,365000000.0,3805000000,1179000000,,0.0,,3472000000,3837000000.0,2626000000,MSFT
74,1970-01-01 00:00:00.000000074,2006-09-30,USD,9115000000,10811000000,1696000000,1696000000,4474000000,664000000.0,1786000000.0,4641000000,,,,0.0,,,,249000000.0,5041000000,1563000000,,0.0,,4474000000,4723000000.0,3478000000,MSFT
75,1970-01-01 00:00:00.000000075,2006-06-30,USD,9674000000,11804000000,2130000000,2130000000,3881000000,664000000.0,1861000000.0,5793000000,,,,0.0,,,,261000000.0,4258000000,1430000000,,0.0,,3881000000,4142000000.0,2828000000,MSFT
76,1970-01-01 00:00:00.000000076,2006-03-31,USD,8872000000,10900000000,2028000000,2028000000,3888000000,1005000000.0,1617000000.0,4984000000,,,,0.0,,,,177000000.0,4315000000,1338000000,,0.0,,3888000000,4065000000.0,2977000000,MSFT
77,1970-01-01 00:00:00.000000077,2005-12-31,USD,9598000000,11837000000,2239000000,2239000000,4657000000,661000000.0,1591000000.0,4941000000,,,,0.0,,,,231000000.0,5137000000,1484000000,,0.0,,4657000000,4888000000.0,3653000000,MSFT
78,1970-01-01 00:00:00.000000078,2005-09-30,USD,8488000000,9741000000,1253000000,1253000000,4046000000,982000000.0,1515000000.0,4442000000,,,,0.0,,,,234000000.0,4552000000,1411000000,,0.0,,4046000000,4280000000.0,3141000000,MSFT
79,1970-01-01 00:00:00.000000079,2005-06-30,USD,8751000000,10161000000,1410000000,1410000000,2989000000,982000000.0,1691000000.0,5762000000,,,,0.0,,,,282000000.0,3861000000,161000000,,0.0,,2989000000,3271000000.0,3700000000,MSFT
80,1970-01-01 00:00:00.000000080,2005-03-31,USD,8257000000,9620000000,1363000000,1363000000,3329000000,1286000000.0,1508000000.0,4928000000,,,,0.0,,,,282000000.0,3825000000,1262000000,,0.0,,3329000000,3611000000.0,2563000000,MSFT
81,1970-01-01 00:00:00.000000000,2025-03-31,USD,78691000000,155667000000,76976000000,76976000000,18405000000,2628000000.0,22994000000.0,60286000000,,525000000.0,1066000000.0,541000000.0,,,,14262000000.0,21679000000,4553000000,,17127000000.0,,22220000000,36482000000.0,17127000000,AMZN
82,1970-01-01 00:00:00.000000001,2024-12-31,USD,88899000000,187792000000,98893000000,98893000000,21203000000,2863000000.0,23571000000.0,67696000000,,678000000.0,1248000000.0,570000000.0,,,,15631000000.0,22349000000,2325000000,,20004000000.0,,22919000000,38550000000.0,20004000000,AMZN
83,1970-01-01 00:00:00.000000002,2024-09-30,USD,77900000000,158877000000,80977000000,80977000000,17411000000,2713000000.0,22245000000.0,60489000000,,653000000.0,1256000000.0,603000000.0,,,,13442000000.0,18037000000,2706000000,,15328000000.0,,18640000000,32082000000.0,15328000000,AMZN
84,1970-01-01 00:00:00.000000003,2024-06-30,,74192000000,147977000000,73785000000,73785000000,14769000000,3041000000.0,22304000000.0,59423000000,,,,589000000.0,,,,12038000000.0,15245000000,1767000000,,,,14769000000,26807000000.0,13485000000,AMZN
85,1970-01-01 00:00:00.000000004,2024-03-31,USD,70680000000,143313000000,72633000000,72633000000,15307000000,2742000000.0,16960000000.0,55145000000,,349000000.0,993000000.0,644000000.0,,,,11684000000.0,12898000000,2467000000,,10431000000.0,,15307000000,26991000000.0,10431000000,AMZN
86,1970-01-01 00:00:00.000000005,2023-12-31,USD,77408000000,169961000000,92553000000,92553000000,13209000000,3010000000.0,22038000000.0,64045000000,,188000000.0,901000000.0,713000000.0,,,,13820000000.0,13686000000,3062000000,,10624000000.0,,13209000000,27029000000.0,10624000000,AMZN
87,1970-01-01 00:00:00.000000006,2023-09-30,USD,68061000000,143083000000,75022000000,75022000000,11188000000,2561000000.0,21203000000.0,56629000000,,-30000000.0,1072000000.0,806000000.0,,,,12131000000.0,12189000000,2306000000,,9879000000.0,,11188000000,23319000000.0,9879000000,AMZN
88,1970-01-01 00:00:00.000000007,2023-06-30,USD,65010000000,134383000000,69373000000,69373000000,7681000000,3202000000.0,18829000000.0,57183000000,,-179000000.0,661000000.0,840000000.0,,713000000.0,,11589000000.0,7554000000,804000000,,6759000000.0,,7681000000,19270000000.0,6750000000,AMZN
89,1970-01-01 00:00:00.000000008,2023-03-31,USD,59567000000,127358000000,67791000000,67791000000,4774000000,3043000000.0,17420000000.0,54570000000,,-212000000.0,611000000.0,823000000.0,,169000000.0,,11123000000.0,4120000000,948000000,,3171000000.0,,4774000000,15897000000.0,3172000000,AMZN
90,1970-01-01 00:00:00.000000009,2022-12-31,USD,63564000000,149204000000,85640000000,85640000000,2547000000,3333000000.0,3653000000.0,60258000000,,-249000000.0,445000000.0,694000000.0,,-2992000000.0,,12685000000.0,-962000000,-1227000000,,265000000.0,,2547000000,15232000000.0,278000000,AMZN
91,1970-01-01 00:00:00.000000010,2022-09-30,USD,56833000000,127101000000,70268000000,70268000000,2525000000,3061000000.0,16787000000.0,54184180000,,-340000000.0,277000000.0,617000000.0,,1033000000.0,,10204000000.0,2941000000,69000000,,2875000000.0,,2525000000,12729000000.0,2872000000,AMZN
